,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
558,27,1.0,365,16,0,0,45,0,346.0,26,0,16,0,1.0,37500,5,4,0,45,19.508,1,7.688889
560,49,0.0,400,12,0,0,40,1,85.0,48,0,12,0,0.0,67500,31,30,0,15,63.08,1,5.6666669999999995
562,48,0.0,1000,17,0,1,45,0,1800.0,47,0,15,0,0.0,45000,25,26,0,60,0.0,1,30.0
565,34,0.0,700,16,0,0,60,0,200.0,34,0,14,0,0.0,27500,12,14,1,20,17.1,1,10.0
566,53,0.0,1300,18,0,0,40,0,250.0,50,0,12,0,0.0,0,29,32,0,60,0.0,1,4.1666669999999995
567,22,0.0,660,16,0,0,50,0,105.0,22,0,16,0,0.0,45000,0,0,0,20,39.54,1,5.25
574,48,0.0,425,9,0,0,40,1,425.0,41,0,12,0,0.0,67500,33,23,0,40,45.4,1,10.625
575,57,0.0,1800,18,0,0,40,0,600.0,54,0,18,0,0.0,112500,33,30,0,35,81.3,1,17.14286
579,39,0.0,900,12,0,0,70,1,125.0,34,0,12,0,0.0,67500,21,16,0,28,61.0,1,4.464286
580,39,0.0,750,16,0,0,38,1,1162.0,37,0,16,0,0.0,37500,17,15,0,18,0.0,1,64.55556
582,62,0.0,200,11,0,0,40,0,520.0,58,0,12,0,0.0,32500,45,40,0,40,5.46,1,13.0
583,47,1.0,560,16,0,0,40,1,640.0,44,0,16,0,0.0,67500,25,22,0,40,34.22,1,16.0
588,26,0.0,350,16,0,0,45,0,400.0,28,0,16,0,0.0,45000,4,6,0,40,24.2,1,10.0
589,37,1.0,560,14,0,0,40,1,131.0,35,0,12,0,0.0,17500,17,17,0,24,10.687999999999999,1,5.4583330000000005
591,28,0.0,800,16,0,0,50,0,450.0,29,0,12,0,0.0,112500,6,11,0,50,89.1,1,9.0
593,53,0.0,260,12,0,0,40,0,300.0,51,0,11,0,0.0,37500,35,34,0,45,21.9,1,6.6666669999999995
595,27,0.0,27,15,0,0,0,0,40.0,21,0,14,0,0.0,11500,6,1,0,10,9.42,1,4.0
597,38,0.0,400,12,0,0,40,0,350.0,43,0,8,0,0.0,0,20,29,0,40,0.0,1,8.75
602,37,1.0,250,11,0,0,9,0,300.0,32,0,12,0,0.0,22500,20,14,1,45,6.9,1,6.6666669999999995
604,56,0.0,450,12,0,0,40,0,375.0,54,0,14,0,0.0,55000,38,34,0,40,35.5,1,9.375
606,39,0.0,800,16,0,0,40,1,1000.0,35,0,16,0,0.0,112500,17,13,0,45,60.5,1,22.22222
607,44,1.0,640,12,0,0,40,1,200.0,39,0,12,0,0.0,37500,26,21,0,40,27.1,1,5.0
608,30,0.0,540,16,0,0,46,0,423.0,29,0,16,0,1.0,45000,8,7,1,40,23.004,1,10.575
613,24,0.0,250,12,1,0,40,0,210.0,30,1,16,0,0.0,22500,6,8,0,40,11.58,1,5.25
614,36,0.0,250,12,0,0,68,1,156.0,36,0,12,0,0.0,0,18,18,0,20,0.0,1,7.8
615,49,0.0,400,8,0,0,60,0,164.0,46,0,13,0,0.0,37500,35,27,0,20,28.971999999999998,1,8.2
617,33,1.0,720,12,0,0,55,0,392.0,32,0,16,0,0.0,67500,15,10,1,24,47.11600000000001,1,16.33333
618,36,0.0,400,12,0,0,70,1,350.0,36,0,16,0,0.0,55000,18,14,0,50,36.8,1,7.0
621,48,0.0,480,12,0,0,40,0,288.0,47,0,12,0,0.0,55000,30,29,0,40,40.024,1,7.2
622,46,0.0,1200,16,0,0,50,0,425.0,45,0,16,0,0.0,67500,24,23,0,45,45.4,1,9.444445
623,31,0.0,254,14,0,0,50,0,69.0,29,0,14,0,0.0,17500,11,9,1,15,13.912,1,4.6
624,64,1.0,548,10,0,0,41,0,265.0,59,0,12,0,0.0,3000,48,41,0,45,0.0,1,5.888889
625,45,1.0,370,15,0,0,45,0,550.0,45,0,16,0,0.0,55000,24,23,0,40,26.4,1,13.75
627,29,0.0,600,14,0,0,40,0,700.0,34,0,13,0,0.0,67500,9,15,0,35,31.1,1,20.0
628,29,0.0,245,12,0,0,20,0,240.0,29,0,14,0,0.0,6250,11,9,1,40,0.0,1,6.0
633,62,0.0,425,5,0,0,40,0,348.0,59,0,9,0,0.0,32500,51,44,0,40,14.404000000000002,1,8.7
635,22,0.0,165,11,0,0,45,0,180.0,18,0,12,0,0.0,8750,5,0,0,40,0.0,1,4.5
636,39,0.0,480,12,0,0,40,0,475.0,37,0,18,0,1.0,22500,21,13,1,21,0.0,1,22.61905
639,30,0.0,310,12,0,0,54,0,150.0,24,0,12,0,0.0,22500,12,6,1,30,14.7,1,5.0
642,36,1.0,675,16,0,0,30,0,494.0,35,0,13,0,0.0,45000,14,16,0,35,19.312,1,14.114289999999999
643,40,0.0,699,14,0,0,40,1,772.0,40,0,13,0,0.0,67500,20,21,0,40,27.355999999999998,1,19.3
646,50,0.0,700,11,0,1,40,0,600.0,37,0,13,1,0.0,67500,33,18,1,40,36.3,1,15.0
647,39,0.0,550,12,0,0,45,0,220.0,37,0,12,0,0.0,37500,21,19,1,16,26.06,1,13.75
648,58,0.0,140,12,0,0,50,0,100.0,54,0,12,0,0.0,8750,40,36,0,20,3.55,1,5.0
649,37,0.0,350,12,0,0,35,1,800.0,35,0,12,0,0.0,45000,19,17,0,40,3.4,1,20.0
651,42,0.0,1500,18,0,0,45,0,550.0,41,0,18,0,0.0,3000,18,17,0,45,0.0,1,12.22222
658,43,0.0,600,16,0,0,84,1,90.0,43,0,16,0,1.0,32500,21,21,0,20,27.82,1,4.5
659,36,0.0,400,12,0,0,40,0,400.0,35,0,12,0,0.0,45000,18,17,0,40,24.2,1,10.0
665,30,0.0,653,13,0,0,45,1,415.0,32,0,12,0,0.0,45000,11,14,0,45,23.42,1,9.222222
667,53,1.0,1060,18,0,0,40,1,274.0,49,0,12,0,0.0,67500,29,31,0,40,53.251999999999995,1,6.85
669,50,0.0,720,14,0,0,42,0,720.0,46,0,14,0,0.0,67500,30,26,0,40,30.06,1,18.0
670,44,1.0,584,16,0,0,32,1,434.0,41,0,15,0,0.0,67500,22,20,0,40,44.931999999999995,1,10.85
673,29,0.0,418,13,0,0,38,0,760.0,35,0,13,0,0.0,67500,10,16,0,35,27.98,1,21.71428
674,63,0.0,168,8,0,0,24,0,347.0,54,0,10,0,0.0,27500,49,38,0,40,9.456,1,8.675
675,21,0.0,350,12,0,0,40,0,220.0,18,0,12,0,0.0,22500,3,0,1,40,11.06,1,5.5
676,26,0.0,500,16,0,0,40,0,320.0,28,0,16,0,0.0,32500,4,6,0,40,15.86,1,8.0
677,25,0.0,310,12,1,0,40,0,136.0,23,1,12,0,0.0,17500,7,5,1,36,10.427999999999999,1,3.777778
680,27,1.0,732,12,0,0,40,0,163.0,25,0,12,0,0.0,45000,9,7,1,25,36.524,1,6.52
682,23,0.0,700,12,0,0,40,0,240.0,24,0,12,0,0.0,27500,5,6,1,40,15.02,1,6.0
683,42,1.0,600,18,0,0,40,0,600.0,38,0,18,0,0.0,45000,18,14,1,25,13.8,1,24.0
684,34,1.0,525,16,0,0,38,0,302.0,29,0,12,0,0.0,37500,12,11,1,30,21.796,1,10.06667
685,41,1.0,600,14,0,0,40,0,560.0,44,0,12,0,1.0,55000,21,26,0,40,25.88,1,14.0
687,22,1.0,207,12,0,0,41,0,310.0,21,0,12,0,0.0,22500,4,3,1,50,6.38,1,6.2
688,43,0.0,1923,18,0,0,80,0,360.0,43,0,18,0,1.0,3000,19,19,0,32,0.0,1,11.25
691,26,0.0,495,14,0,0,65,0,370.0,26,0,16,0,0.0,0,6,4,0,40,0.0,1,9.25
694,40,1.0,728,12,0,0,56,1,180.0,40,0,12,0,0.0,67500,22,22,0,24,58.14,1,7.5
698,40,0.0,750,12,0,0,40,0,105.0,34,0,12,0,0.0,55000,22,16,0,15,49.54,1,7.0
700,35,1.0,1200,12,0,0,70,0,235.0,35,0,12,0,0.0,45000,17,17,1,28,32.78,1,8.392858
702,43,0.0,884,18,0,0,40,1,280.0,44,0,13,0,0.0,3000,19,25,0,35,0.0,1,8.0
705,32,0.0,665,15,0,0,45,0,500.0,30,0,18,0,0.0,55000,11,6,1,40,29.0,1,12.5
706,34,0.0,235,12,0,0,50,0,331.0,31,0,12,0,0.0,37500,16,13,1,35,20.288,1,9.457142999999999
707,53,0.0,500,18,0,0,45,0,1200.0,52,0,18,0,0.0,67500,29,28,0,45,5.1,1,26.66667
716,52,0.0,226,9,1,0,36,0,600.0,48,1,15,0,1.0,67500,37,27,0,40,36.3,1,15.0
721,54,0.0,320,2,0,1,40,1,280.0,48,0,4,1,0.0,32500,46,38,0,40,17.94,1,7.0
723,54,0.0,440,12,0,0,32,0,294.0,46,0,14,0,1.0,37500,36,26,0,40,22.212,1,7.35
724,28,0.0,450,12,0,0,45,0,250.0,27,0,10,0,0.0,32500,10,11,1,45,19.5,1,5.555555
725,60,1.0,560,10,0,0,40,0,364.0,58,0,14,0,0.0,45000,44,38,0,32,26.072,1,11.375
727,59,0.0,1153,14,0,0,40,0,350.0,52,0,12,0,0.0,3000,39,34,0,35,0.0,1,10.0
730,38,0.0,345,6,0,1,40,1,365.0,35,0,9,1,1.0,27500,26,20,0,40,8.52,1,9.125
740,47,0.0,370,18,0,0,37,0,625.0,44,0,16,0,0.0,67500,23,22,0,40,35.0,1,15.625
741,53,0.0,279,12,0,0,40,0,285.0,51,0,12,0,0.0,55000,35,33,0,40,40.18,1,7.125
742,26,0.0,416,16,0,0,35,0,332.0,25,0,16,0,1.0,45000,4,3,0,40,27.736,1,8.3
744,45,0.0,189,2,0,1,0,1,145.0,47,0,0,1,0.0,13750,37,41,0,35,6.21,1,4.142857
747,38,1.0,500,16,0,0,46,0,81.0,34,0,18,0,0.0,32500,16,10,1,16,28.288,1,5.0625
748,25,1.0,500,13,0,0,40,0,754.0,23,0,13,0,1.0,45000,6,4,0,48,5.792000000000001,1,15.708329999999998
750,43,0.0,1200,16,0,0,40,1,236.0,43,0,12,0,0.0,67500,21,25,0,40,55.228,1,5.9
753,54,1.0,575,12,0,0,48,0,555.0,46,0,12,0,0.0,45000,36,28,0,40,16.14,1,13.875
754,58,0.0,1900,18,0,0,50,1,700.0,46,0,17,0,0.0,3000,34,23,0,40,0.0,1,17.5
755,41,0.0,705,16,0,0,40,1,259.0,37,0,14,0,0.0,37500,19,17,0,35,24.031999999999996,1,7.4
756,41,0.0,700,12,0,0,45,0,200.0,37,0,12,0,0.0,45000,23,19,1,30,34.6,1,6.6666669999999995
759,33,1.0,1250,16,0,0,60,0,12.0,29,0,12,0,0.0,67500,11,11,1,3,66.876,1,4.0
760,44,0.0,569,18,0,0,40,0,579.0,38,0,18,0,0.0,67500,20,14,1,40,37.391999999999996,1,14.475
763,59,0.0,1500,17,0,0,40,0,1500.0,58,0,12,0,0.0,112500,36,40,0,40,34.5,1,37.5
765,23,0.0,320,12,0,0,40,0,518.0,25,0,12,0,0.0,37500,5,7,1,50,10.564,1,10.36
767,58,0.0,800,17,0,0,55,0,140.0,58,0,12,0,0.0,45000,35,40,0,20,37.72,1,7.0
768,52,1.0,710,12,0,0,45,0,164.0,52,0,12,0,0.0,55000,34,34,1,30,46.472,1,5.466667
772,36,1.0,492,13,0,0,40,1,360.0,36,0,15,0,1.0,55000,17,15,0,40,36.28,1,9.0
774,36,0.0,1000,17,0,0,85,0,125.0,35,0,16,0,0.0,67500,13,13,1,25,61.0,1,5.0
775,48,0.0,1000,14,0,0,40,0,700.0,51,0,12,0,0.0,112500,28,33,0,40,76.1,1,17.5
776,32,0.0,650,12,0,0,55,0,650.0,31,0,15,0,0.0,0,14,10,1,27,0.0,1,24.074070000000003
777,38,1.0,750,13,0,0,50,1,300.0,35,0,15,0,0.0,55000,19,14,0,40,39.4,1,7.5
782,39,0.0,1700,17,0,0,65,1,490.0,38,0,12,0,0.0,112500,16,20,0,30,87.02,1,16.33333
784,38,0.0,1500,13,0,0,60,1,214.0,39,0,13,0,0.0,67500,19,20,0,40,56.372,1,5.35
785,44,0.0,615,12,1,0,40,0,383.0,43,1,12,0,1.0,32500,26,25,0,40,12.584000000000001,1,9.575
786,39,0.0,485,16,0,0,40,1,475.0,39,0,16,0,0.0,45000,17,17,0,40,20.3,1,11.875
787,43,0.0,580,16,0,0,48,1,210.0,42,0,12,0,0.0,32500,21,24,0,40,21.58,1,5.25
788,45,0.0,200,3,0,1,44,0,108.0,44,0,5,1,0.0,13750,36,33,1,48,8.134,1,2.25
789,31,0.0,560,14,0,0,40,0,260.0,31,0,15,0,0.0,45000,11,10,1,40,31.48,1,6.5
790,22,0.0,225,12,0,0,70,0,250.0,20,0,12,0,0.0,17500,4,2,0,40,4.5,1,6.25
791,39,0.0,600,12,0,0,40,0,600.0,33,0,12,0,1.0,45000,21,15,1,40,13.8,1,15.0
793,57,0.0,1000,13,0,0,18,0,100.0,52,0,12,1,0.0,55000,38,34,0,20,49.8,1,5.0
798,29,0.0,350,12,0,0,40,0,410.0,28,0,14,0,0.0,32500,11,8,1,45,11.18,1,9.111111
800,38,0.0,1200,16,0,0,40,0,370.0,28,0,13,0,0.0,37500,16,9,0,40,18.26,1,9.25
801,27,0.0,962,16,0,0,50,0,423.0,27,0,14,0,0.0,67500,5,7,0,40,45.504,1,10.575
802,26,0.0,604,16,0,0,50,0,100.0,27,0,16,0,0.0,32500,4,5,1,12,27.3,1,8.333333
803,44,1.0,688,17,0,0,32,1,465.0,43,0,17,0,1.0,55000,21,20,0,40,30.82,1,11.625
808,44,0.0,750,18,0,0,40,0,397.0,49,0,16,0,0.0,55000,20,27,0,45,34.356,1,8.822222
811,29,1.0,584,15,0,0,56,0,500.0,26,0,15,0,0.0,55000,8,5,0,48,29.0,1,10.41667
812,43,1.0,975,18,0,0,32,1,827.0,42,0,18,0,1.0,112500,19,18,0,30,69.49600000000001,1,27.566670000000002
814,31,1.0,600,12,0,0,40,0,550.0,27,0,12,0,0.0,32500,13,9,0,44,3.9,1,12.5
815,56,1.0,460,8,0,0,40,0,259.0,51,0,12,0,0.0,55000,42,33,0,40,41.532,1,6.475
818,45,1.0,280,15,0,0,40,0,337.0,51,0,13,0,0.0,22500,24,32,0,40,4.976,1,8.425
819,32,0.0,1350,18,0,0,50,0,750.0,34,0,15,0,0.0,112500,8,13,1,40,73.5,1,18.75
822,31,0.0,640,12,1,0,40,0,400.0,27,1,11,0,0.0,32500,13,10,1,16,11.7,1,25.0
825,33,0.0,450,16,1,0,60,0,575.0,34,1,16,0,0.0,45000,11,12,1,50,15.1,1,11.5
826,32,0.0,560,12,0,0,40,1,100.0,30,0,15,0,0.0,45000,14,9,0,14,39.8,1,7.142857000000001
827,30,0.0,539,13,0,0,40,0,372.0,23,0,12,0,0.0,55000,11,5,1,40,35.656,1,9.3
829,32,0.0,700,12,0,1,50,0,350.0,25,0,12,1,0.0,112500,14,7,0,40,94.3,1,8.75
830,40,0.0,480,12,0,0,40,0,200.0,43,0,14,0,0.0,32500,22,23,1,40,22.1,1,5.0
835,29,1.0,460,14,0,0,40,0,400.0,32,0,12,0,1.0,37500,9,14,0,40,16.7,1,10.0
836,33,0.0,800,18,0,0,60,0,250.0,32,0,16,0,0.0,55000,9,10,1,20,42.0,1,12.5
838,37,0.0,563,12,0,0,60,1,334.0,35,0,12,0,0.0,67500,19,17,0,40,50.132,1,8.35
841,37,0.0,500,16,0,0,50,1,500.0,34,0,17,0,1.0,112500,15,11,0,40,86.5,1,12.5
842,48,0.0,1250,16,0,0,45,0,285.0,46,0,12,0,0.0,112500,26,28,0,40,97.68,1,7.125
845,48,1.0,320,12,0,0,0,1,494.0,43,0,14,0,0.0,67500,30,23,0,32,41.812,1,15.4375
846,51,0.0,350,12,0,0,40,0,620.0,43,0,17,0,0.0,45000,33,20,0,40,12.76,1,15.5
847,30,0.0,400,12,0,0,40,0,650.0,29,0,16,0,0.0,55000,12,7,0,40,21.2,1,16.25
854,29,1.0,424,13,0,0,60,0,340.0,24,0,12,0,0.0,37500,10,6,1,40,19.82,1,8.5
855,28,0.0,500,13,0,0,40,0,385.0,29,0,15,0,0.0,37500,9,8,1,40,17.48,1,9.625
856,45,0.0,850,12,0,0,55,0,144.0,44,0,12,0,0.0,45000,27,26,0,27,37.512,1,5.3333330000000005
858,61,0.0,260,3,0,1,0,1,205.0,53,0,3,1,0.0,27500,52,44,0,8,16.84,1,25.625
860,47,0.0,1500,18,0,0,50,1,750.0,46,0,18,0,1.0,112500,23,22,0,35,73.5,1,21.42857
862,29,0.0,137,8,0,1,35,0,170.0,33,0,9,1,0.0,17500,15,18,1,40,8.66,1,4.25
864,26,1.0,250,12,0,0,40,0,250.0,25,0,12,0,0.0,27500,8,7,1,40,14.5,1,6.25
868,53,1.0,770,14,0,0,35,0,200.0,45,0,7,0,0.0,55000,33,32,0,40,44.6,1,5.0
870,46,0.0,550,12,0,0,40,0,600.0,41,0,16,0,0.0,67500,28,19,0,40,36.3,1,15.0
871,40,0.0,654,16,0,1,40,0,300.0,39,0,12,1,0.0,37500,18,21,1,30,21.9,1,10.0
872,62,0.0,300,12,0,0,60,0,140.0,57,0,12,0,0.0,37500,44,39,0,21,30.22,1,6.6666669999999995
873,49,0.0,1500,16,0,0,48,1,405.0,35,0,12,0,1.0,55000,27,17,0,40,33.94,1,10.125
875,34,1.0,1263,12,0,0,60,0,692.0,32,0,18,0,0.0,112500,16,8,0,40,76.516,1,17.3
876,59,0.0,90,12,0,0,15,0,280.0,54,0,12,0,0.0,27500,41,36,0,40,12.94,1,7.0
877,47,0.0,500,14,0,0,55,0,350.0,43,0,12,0,0.0,45000,27,25,0,32,26.8,1,10.9375
878,36,0.0,1000,16,0,0,50,0,272.0,36,0,14,0,0.0,45000,14,16,1,32,30.855999999999998,1,8.5
880,37,0.0,240,14,0,0,40,1,854.0,33,0,15,0,0.0,45000,17,12,0,60,0.5920000000000001,1,14.233329999999999
886,39,1.0,850,16,0,0,50,1,117.0,37,0,12,0,0.0,37500,17,19,0,25,31.416,1,4.68
888,35,0.0,1250,18,0,0,0,0,865.0,33,0,18,0,0.0,112500,11,9,1,40,67.52,1,21.625
889,61,1.0,582,11,0,0,40,0,120.0,56,0,12,0,0.0,0,44,38,0,25,0.0,1,4.8
893,35,0.0,1000,16,0,0,43,0,140.0,23,0,15,0,0.0,55000,13,2,1,10,47.72,1,14.0
895,46,0.0,240,12,0,0,40,1,453.0,38,0,12,0,0.0,32500,28,20,0,40,8.943999999999999,1,11.325
896,34,0.0,275,14,0,0,55,0,184.0,31,0,12,0,0.0,32500,14,13,1,40,22.932,1,4.6
897,41,0.0,900,16,0,0,40,0,540.0,35,0,17,0,0.0,55000,19,12,0,40,26.92,1,13.5
900,43,0.0,769,17,0,0,40,1,180.0,42,0,16,0,0.0,112500,20,20,0,15,103.14,1,12.0
902,49,1.0,425,8,0,0,60,0,280.0,48,0,12,0,0.0,32500,35,30,0,40,17.94,1,7.0
905,46,0.0,280,12,0,0,32,0,577.0,46,0,16,0,1.0,67500,28,24,0,50,37.496,1,11.54
908,57,0.0,375,13,0,0,40,1,45.0,53,0,13,0,0.0,27500,38,34,0,16,25.16,1,2.8125
911,30,0.0,1000,13,0,0,45,0,20.0,31,0,12,0,0.0,55000,11,13,1,8,53.96,1,2.5
912,34,0.0,500,12,0,0,50,1,360.0,33,0,12,0,0.0,45000,16,15,0,40,26.28,1,9.0
914,62,0.0,275,14,0,0,40,0,21.0,59,0,14,0,0.0,27500,42,39,0,1,26.408,1,21.0
915,43,1.0,650,12,0,0,38,1,720.0,40,0,14,0,0.0,67500,25,20,0,40,30.06,1,18.0
918,45,0.0,1100,18,0,0,40,1,425.0,43,0,12,0,0.0,3000,21,25,0,45,0.0,1,9.444445
921,37,0.0,826,16,0,0,50,0,712.0,31,0,16,0,0.0,3000,15,9,0,45,0.0,1,15.822220000000002
927,24,0.0,450,13,0,0,50,0,366.0,23,0,14,0,0.0,45000,5,3,0,40,25.968000000000004,1,9.15
928,48,1.0,673,16,0,0,50,0,577.0,45,0,16,0,0.0,67500,26,23,1,40,37.496,1,14.425
930,26,0.0,144,14,0,0,0,0,600.0,27,0,16,0,0.0,67500,6,5,0,40,36.3,1,15.0
931,40,0.0,400,12,0,0,32,1,184.0,40,0,15,0,0.0,32500,22,19,0,16,22.932,1,11.5
935,52,0.0,1000,14,0,0,50,0,300.0,35,0,12,0,0.0,27500,32,17,0,40,11.9,1,7.5
936,45,1.0,254,16,0,0,45,1,166.0,43,0,13,0,0.0,32500,23,24,0,24,23.868000000000002,1,6.9166669999999995
937,41,1.0,750,12,0,0,42,1,236.0,39,0,13,0,0.0,3000,23,20,0,21,0.0,1,11.2381
939,54,0.0,260,16,0,0,40,0,404.0,31,0,16,0,0.0,0,32,9,0,35,0.0,1,11.542860000000001
940,54,1.0,700,8,0,0,50,1,175.0,40,0,13,0,0.0,37500,40,21,0,35,28.4,1,5.0
941,28,1.0,200,12,1,0,40,0,200.0,25,1,12,0,0.0,13750,10,7,1,40,3.35,1,5.0
942,63,0.0,120,16,0,0,0,0,345.0,58,0,12,0,0.0,32500,41,40,0,32,14.56,1,10.78125
944,37,1.0,519,18,0,0,45,0,183.0,36,0,17,0,0.0,37500,13,13,1,20,27.984,1,9.15
945,51,0.0,520,12,0,0,45,1,700.0,39,0,12,0,0.0,112500,33,21,0,40,76.1,1,17.5
946,41,0.0,600,13,0,0,50,0,500.0,45,0,16,0,0.0,45000,22,23,0,40,19.0,1,12.5
947,32,1.0,300,13,0,0,40,0,400.0,26,0,15,1,0.0,17500,13,5,1,40,0.0,1,10.0
950,36,0.0,100,9,0,0,8,0,212.0,34,0,12,0,0.0,8750,21,16,0,24,0.0,1,8.833333
953,30,0.0,550,12,0,0,50,0,350.0,30,0,18,0,0.0,37500,12,6,1,20,19.3,1,17.5
955,38,1.0,340,13,0,0,40,1,250.0,48,0,16,0,0.0,112500,19,26,0,45,99.5,1,5.555555
958,31,0.0,345,12,0,0,48,0,290.0,25,0,14,0,0.0,22500,13,5,1,40,7.42,1,7.25
959,29,0.0,840,12,0,0,84,0,610.0,28,0,12,0,0.0,32500,11,10,1,40,0.78,1,15.25
962,50,1.0,500,12,0,0,50,0,336.0,57,0,11,0,0.0,45000,32,40,0,48,27.528000000000002,1,7.0
967,42,0.0,950,12,0,0,50,1,247.0,43,0,12,0,0.0,67500,24,25,0,35,54.656000000000006,1,7.057142999999999
968,39,0.0,360,11,1,0,40,1,260.0,40,1,12,0,0.0,32500,22,22,0,40,18.98,1,6.5
972,49,0.0,200,10,0,1,65,0,191.0,51,0,7,1,0.0,27500,33,38,0,48,17.567999999999998,1,3.979167
974,51,0.0,600,16,0,0,0,0,1000.0,46,0,16,0,0.0,67500,29,24,0,40,15.5,1,25.0
977,61,0.0,400,16,0,0,40,0,563.0,57,0,15,0,0.0,37500,39,36,0,40,8.224,1,14.075
979,43,0.0,300,12,0,0,40,0,425.0,44,0,12,0,0.0,55000,25,26,0,50,32.9,1,8.5
981,31,0.0,300,10,1,0,40,0,212.0,28,1,12,0,0.0,11500,15,10,1,40,0.47600000000000003,1,5.3
984,40,1.0,932,16,0,0,40,1,1182.0,42,0,18,0,1.0,112500,18,18,0,40,51.036,1,29.55
985,36,1.0,560,12,0,0,40,1,200.0,32,0,13,0,0.0,55000,18,13,0,40,44.6,1,5.0
986,55,0.0,1700,13,0,0,65,1,560.0,42,0,14,0,0.0,3000,36,22,0,40,0.0,1,14.0
988,30,0.0,528,13,0,0,48,0,186.0,31,0,14,0,0.0,32500,11,11,0,32,22.828000000000003,1,5.8125
993,27,1.0,560,12,0,0,40,0,480.0,28,0,12,0,0.0,55000,9,10,1,40,30.04,1,12.0
995,48,1.0,600,12,0,0,40,1,173.0,41,0,14,0,0.0,45000,30,21,0,30,36.004,1,5.766667
998,39,0.0,900,18,0,0,40,0,300.0,40,0,14,0,1.0,55000,15,20,1,24,39.4,1,12.5
1000,55,0.0,325,15,0,1,36,0,318.0,48,0,13,1,0.0,45000,34,29,0,40,28.464000000000002,1,7.95
1002,35,0.0,1442,18,0,0,50,0,150.0,34,0,18,0,0.0,3000,11,10,1,6,0.0,1,25.0
1003,43,1.0,961,16,0,0,40,0,500.0,40,0,16,0,1.0,45000,21,18,0,40,19.0,1,12.5
1008,44,1.0,600,15,0,0,48,1,450.0,37,0,12,0,0.0,55000,23,19,0,40,31.6,1,11.25
1015,42,1.0,920,13,0,0,47,0,800.0,40,0,12,0,0.0,3000,23,22,1,32,0.0,1,25.0
1016,41,0.0,560,16,0,0,0,1,200.0,36,0,13,0,0.0,37500,19,17,0,40,27.1,1,5.0
1021,29,0.0,400,12,0,0,40,1,180.0,29,0,12,0,0.0,27500,11,11,0,18,18.14,1,10.0
1022,60,0.0,200,12,0,0,40,0,218.0,57,0,12,0,0.0,22500,42,39,0,120,11.164000000000001,1,1.8166669999999998
1023,52,0.0,1500,16,0,0,50,0,875.0,49,0,16,0,0.0,112500,30,27,0,50,67.0,1,17.5
1024,59,0.0,670,18,0,0,40,0,317.0,55,0,14,0,0.0,67500,35,35,0,40,51.016000000000005,1,7.925
1029,26,0.0,334,11,0,0,40,0,400.0,23,0,12,0,0.0,32500,9,5,1,40,11.7,1,10.0
1033,42,1.0,285,7,0,0,40,1,285.0,40,0,12,0,1.0,27500,29,22,0,40,12.68,1,7.125
1035,53,0.0,1000,12,0,0,40,0,423.0,49,0,13,0,0.0,0,35,30,0,35,0.0,1,12.08571
1038,39,0.0,800,16,0,0,40,0,300.0,35,0,12,0,0.0,55000,17,17,1,40,39.4,1,7.5
1041,58,1.0,523,12,0,0,48,0,200.0,52,0,14,0,0.0,37500,40,32,0,36,27.1,1,5.555555
1042,36,0.0,700,12,0,0,40,0,220.0,33,0,9,0,1.0,32500,18,18,1,20,21.06,1,11.0
1045,39,0.0,652,12,0,1,48,1,26.0,38,0,12,1,0.0,32500,21,20,0,5,31.148000000000003,1,5.2
1046,40,0.0,600,17,0,0,40,1,246.0,40,0,12,0,0.0,3000,17,22,0,30,0.0,1,8.2
1048,37,0.0,150,14,0,0,60,1,145.0,33,0,14,0,0.0,13750,17,13,0,28,6.21,1,5.178571
1052,35,0.0,1000,12,0,0,40,1,520.0,33,0,15,0,0.0,112500,17,12,0,40,85.46,1,13.0
1053,28,0.0,500,13,0,0,50,0,406.0,28,0,12,0,0.0,3000,9,10,0,40,0.0,1,10.15
1054,22,0.0,400,12,0,0,40,0,180.0,22,0,12,0,0.0,22500,4,4,0,48,13.14,1,3.75
1058,58,0.0,480,18,0,0,40,1,800.0,49,0,16,0,0.0,3000,34,27,0,40,0.0,1,20.0
1060,45,0.0,400,15,0,0,54,1,320.0,47,0,13,0,0.0,55000,24,28,0,40,38.36,1,8.0
1063,49,0.0,1000,12,0,0,50,0,338.0,48,0,12,0,0.0,112500,31,30,0,40,94.92399999999999,1,8.45
1064,35,1.0,750,13,0,0,40,1,450.0,33,0,12,0,0.0,0,16,15,0,40,0.0,1,11.25
1065,55,0.0,578,18,0,0,40,1,596.0,51,0,18,0,1.0,67500,31,27,0,40,36.508,1,14.9
1067,36,0.0,240,12,0,0,40,0,520.0,45,0,14,0,1.0,37500,18,25,0,40,10.46,1,13.0
1069,28,1.0,320,12,0,0,40,0,280.0,35,0,12,1,0.0,37500,10,17,1,40,22.94,1,7.0
1070,60,1.0,575,18,0,0,40,0,432.0,57,0,15,0,0.0,55000,36,36,0,24,32.536,1,18.0
1071,26,0.0,380,11,0,0,48,0,300.0,28,0,12,0,0.0,37500,9,10,1,40,21.9,1,7.5
1072,55,1.0,800,12,0,0,40,0,160.0,54,0,12,0,0.0,67500,37,36,0,35,59.18,1,4.571429
